Month,mean_concentration,std_concentration,count,location,year,date,latitude_zone
1,3.4803986102342606,0.3913555540948523,16,bashkortostan,2005,2005-01-01,1
2,3.379405121008555,0.4302679781667323,12,bashkortostan,2005,2005-02-01,1
3,3.6133542954921722,0.415265398533422,16,bashkortostan,2005,2005-03-01,1
4,3.3597604632377625,0.24866658629842583,16,bashkortostan,2005,2005-04-01,1
5,3.149843066930771,0.09566632920567282,16,bashkortostan,2005,2005-05-01,1
6,2.881388023495674,0.11242283831072994,16,bashkortostan,2005,2005-06-01,1
7,2.8700038393338523,0.1040573778635125,12,bashkortostan,2005,2005-07-01,1
8,2.454966217279434,0.1024536902566714,16,bashkortostan,2005,2005-08-01,1
9,2.446495071053505,0.17882774535432125,16,bashkortostan,2005,2005-09-01,1
10,2.523419141769409,0.09878408993212674,14,bashkortostan,2005,2005-10-01,1
11,2.5186220854520798,0.1587710221384761,16,bashkortostan,2005,2005-11-01,1
12,2.898530057498387,0.22885570336184416,14,bashkortostan,2005,2005-12-01,1
1,3.103990852832794,0.42869795389441634,16,bashkortostan,2006,2006-01-01,1
2,3.433254395212446,0.37084702785499307,14,bashkortostan,2006,2006-02-01,1
3,3.194038689136505,0.5805721953601799,12,bashkortostan,2006,2006-03-01,1
4,3.285610386303493,0.13690489831306626,14,bashkortostan,2006,2006-04-01,1
5,2.916259917345914,0.11299565490801908,11,bashkortostan,2006,2006-05-01,1
6,2.8914246877034504,0.1244054361494559,15,bashkortostan,2006,2006-06-01,1
7,2.8026171724001565,0.07671302370280249,12,bashkortostan,2006,2006-07-01,1
8,2.5471043075834,0.23820084651360773,14,bashkortostan,2006,2006-08-01,1
9,2.5338821044335,0.1465499513267607,13,bashkortostan,2006,2006-09-01,1
10,2.6912978429060717,0.15770644110669618,13,bashkortostan,2006,2006-10-01,1
11,2.9648348774228777,0.1370850074726228,14,bashkortostan,2006,2006-11-01,1
12,2.932102158665657,0.42967352463755004,16,bashkortostan,2006,2006-12-01,1
1,3.591471016407013,0.6299226782071061,16,bashkortostan,2007,2007-01-01,1
2,3.0529533942540485,0.748440740920147,15,bashkortostan,2007,2007-02-01,1
3,3.481328749656677,0.594928399540402,10,bashkortostan,2007,2007-03-01,1
4,3.450252260480608,0.21435055497104788,14,bashkortostan,2007,2007-04-01,1
5,3.228672057390213,0.3055137267622302,16,bashkortostan,2007,2007-05-01,1
6,3.0092429369688034,0.05104724563193731,16,bashkortostan,2007,2007-06-01,1
7,2.6551019975117276,0.1864080811582299,14,bashkortostan,2007,2007-07-01,1
8,2.4601149797439574,0.21356808474708708,10,bashkortostan,2007,2007-08-01,1
9,2.6422468225161233,0.08889917036390017,12,bashkortostan,2007,2007-09-01,1
10,2.4501753193991527,0.104938258372594,14,bashkortostan,2007,2007-10-01,1
11,2.7353450506925583,0.2318011678092625,16,bashkortostan,2007,2007-11-01,1
