2.943422317504883,2.9138224124908447,2.890236616134644,2.9539294242858887,2.794306516647339,2.629525661468506,2.645915031433105,2.650521039962769,2.4269466400146484,2.7037487030029297,2.7123477458953857,2.905167579650879,2.889451503753662,,,
2.8138389587402344,2.9171061515808105,2.8202195167541504,2.7961552143096924,2.869682550430298,2.840861558914185,2.8524789810180664,2.805854558944702,2.889993906021118,2.8534724712371826,2.9920763969421387,2.821450471878052,2.7472076416015625,2.8037374019622803,2.7388994693756104,
2.5064821243286133,2.493976831436157,2.5593955516815186,2.538681745529175,2.6166141033172607,2.8337173461914062,2.748546838760376,2.8135228157043457,2.614691734313965,2.7189087867736816,2.6658823490142822,2.578756332397461,2.517303228378296,2.744004487991333,2.7366654872894287,2.5101773738861084
2.80631947517395,2.4037795066833496,2.5814287662506104,2.6621389389038086,2.460503339767456,2.44992470741272,2.432236909866333,2.7065269947052,2.5838143825531006,2.5825202465057373,2.631180763244629,2.5740561485290527,2.821452379226685,2.7866783142089844,2.904963493347168,
3.086928367614746,2.403250932693481,2.449979305267334,2.563606977462769,2.6059577465057373,2.764558792114258,2.6103827953338623,2.698354482650757,2.4118897914886475,2.385342121124268,2.8169407844543457,2.673896312713623,3.1088967323303223,2.7472219467163086,2.8164758682250977,2.794886589050293
3.0421502590179443,3.47938871383667,3.337461233139038,2.9371135234832764,3.4169721603393555,3.165261745452881,2.77022123336792,2.908308506011963,3.009847402572632,2.338239908218384,2.928581476211548,2.82505464553833,2.729167222976685,,,
2.5442590713500977,2.6307833194732666,2.871520757675171,3.261003255844116,3.5068647861480717,3.493346929550171,3.176011800765991,3.2946524620056152,3.533825635910034,3.4505105018615723,3.4528768062591557,3.556398868560791,3.5486464500427246,2.9715728759765625,3.172253370285034,3.348517179489136
2.9257755279541016,3.004817485809326,2.9039864540100098,3.5556211471557617,3.9995429515838623,3.339911699295044,3.427985429763794,3.363068103790283,3.540889263153076,3.757864475250244,3.781486034393311,2.8575847148895264,2.3279147148132324,2.4950265884399414,2.931302309036255,3.633481979370117
2.778043508529663,2.947425842285156,3.0786449909210205,2.508019208908081,3.648892402648926,1.845329999923706,0.9957291483879088,0.9517197012901306,3.221445322036743,2.1963095664978027,2.7874226570129395,2.6217057704925537,2.183906316757202,2.107787847518921,1.63942289352417,2.6770129203796387
3.1518208980560303,3.071853876113892,3.1292548179626465,2.74708890914917,2.9538519382476807,0.1462932080030441,0.1398677974939346,0.5615269541740417,3.310909509658813,3.0638651847839355,2.932983636856079,3.2572214603424072,3.420830488204956,3.3827812671661377,3.407536268234253,3.652799606323242
3.5209336280822754,1.3214778900146484,1.8768131732940676,0.656783401966095,2.0811550617218018,3.594067335128784,3.476884603500366,3.514279365539551,2.4438061714172363,1.9738506078720093,2.0011892318725586,2.570197820663452,3.110574960708618,,,
3.217957735061645,3.255493402481079,3.216817617416382,3.03431248664856,3.087788820266724,3.0647192001342773,3.2471652030944824,3.0421457290649414,3.10856294631958,3.123459815979004,3.039997339248657,3.0349841117858887,2.8854823112487797,2.9444739818573,2.605997323989868,2.862969160079956
