202.14581298828125,215.68624877929688,214.11997985839844,229.2956085205078,219.4305877685547,217.1398162841797,,,,,,,
219.3753662109375,236.8142242431641,222.95068359375,222.3051605224609,226.3827209472656,249.77935791015625,205.7966461181641,208.9000701904297,222.41058349609372,190.5347442626953,210.68136596679688,,
242.20819091796875,226.45895385742188,235.10317993164065,202.08157348632807,215.52584838867188,211.99172973632807,196.36610412597656,226.81301879882807,226.23196411132807,,,,
224.033447265625,244.64170837402344,245.1391143798828,223.15744018554688,235.88812255859372,241.61428833007807,245.681640625,221.4414978027344,227.5481414794922,219.6854553222656,238.9750823974609,,
228.69778442382807,233.5312042236328,252.94659423828125,261.6053466796875,222.83920288085935,235.47923278808597,238.2816619873047,248.82876586914065,257.15264892578125,241.24073791503903,226.05880737304688,245.85960388183597,255.81500244140625
240.8905792236328,236.1544342041016,216.6184234619141,221.0253753662109,216.10833740234372,218.8907012939453,196.205322265625,203.8372802734375,204.03201293945312,215.3712310791016,,,
211.4207763671875,198.7491149902344,239.75914001464844,243.4459228515625,242.6951141357422,235.89385986328125,233.66928100585935,205.97462463378903,187.92721557617188,227.5528259277344,216.6370391845703,,
241.52398681640625,232.40185546875,246.75401306152344,253.70480346679688,245.4210357666016,223.7729034423828,248.50851440429688,231.42161560058597,227.7126922607422,222.21255493164065,217.44798278808597,,
218.2698211669922,231.4590759277344,204.852294921875,229.03976440429688,211.0335998535156,233.49075317382807,239.3573760986328,175.55906677246094,188.9975128173828,196.7103729248047,184.87489318847656,,
183.05377197265625,187.79014587402344,221.9570159912109,223.70074462890625,221.4117889404297,226.1973876953125,231.6067047119141,228.772705078125,235.6896514892578,184.80323791503903,170.51417541503906,,
197.2664794921875,233.53335571289065,240.1643524169922,217.5160675048828,232.98768615722656,195.5006256103516,211.2297821044922,201.28567504882807,243.3392791748047,231.68893432617188,,,
237.1790771484375,255.16905212402344,221.1167755126953,216.5038299560547,189.8191680908203,205.69715881347656,232.76524353027344,192.84915161132807,212.2700653076172,212.45425415039065,211.76516723632807,,
