245.5124969482422,224.24679565429688,253.5070343017578,262.5462341308594,244.84376525878903,242.1459197998047,256.8570861816406,251.17901611328125,246.8139190673828,234.7578887939453,242.13189697265625,245.7752227783203,254.6588592529297,253.24925231933597
240.57522583007807,230.87838745117188,243.24484252929688,248.7049865722656,224.29730224609372,220.8469696044922,244.1263427734375,233.3452606201172,,,,,,
229.2456512451172,217.01336669921875,240.3340606689453,219.93276977539065,220.5248565673828,218.6793212890625,229.12266540527344,228.91624450683597,,,,,,
239.87371826171875,235.3350372314453,249.0002593994141,233.33187866210935,228.2049560546875,240.7217254638672,240.24143981933597,234.04444885253903,238.1004638671875,237.804443359375,240.64468383789065,,,
232.7201232910156,241.1109619140625,234.92062377929688,239.29623413085935,243.78721618652344,233.0110015869141,,,,,,,,
232.90670776367188,210.84637451171875,230.33773803710935,226.89317321777344,230.50973510742188,244.930908203125,213.54307556152344,222.5357818603516,236.4138641357422,,,,,
245.9244079589844,250.1515655517578,240.380615234375,236.7010040283203,227.9038543701172,227.3068084716797,228.7826690673828,240.4574432373047,235.2866058349609,230.62176513671875,252.3277587890625,244.98580932617188,,
237.98211669921875,237.30072021484372,229.69561767578125,210.4724273681641,251.50621032714844,227.60020446777344,228.1125030517578,216.03054809570312,236.1444854736328,248.83953857421875,215.6426544189453,231.1768341064453,227.64080810546875,
235.42086791992188,229.57276916503903,,,,,,,,,,,,
257.5864562988281,268.4765319824219,237.24923706054688,248.07064819335935,225.52528381347656,218.5858917236328,230.89730834960935,220.2597198486328,223.44070434570312,235.6286773681641,,,,
205.16778564453125,248.5064392089844,244.36968994140625,261.6061706542969,232.2607879638672,237.6962738037109,223.0611572265625,237.30931091308597,264.2208557128906,249.43145751953125,,,,
223.6440887451172,259.01092529296875,244.7932891845703,227.7867126464844,,,,,,,,,,
