257.4758605957031,263.6819152832031,257.5560607910156,264.99530029296875,249.27651977539065,246.3588104248047,236.6426696777344,245.84034729003903,235.40208435058597,
238.2817840576172,250.0544891357422,254.25473022460935,234.4056396484375,263.1098937988281,229.28970336914065,231.4073028564453,262.5021667480469,251.3150177001953,
256.6241760253906,265.84747314453125,252.1020355224609,256.3528137207031,237.47169494628903,253.8207855224609,244.41360473632807,250.61456298828125,,
241.2261962890625,255.3847503662109,249.7485809326172,236.00411987304688,,,,,,
248.42330932617188,244.95199584960935,231.25094604492188,228.4001617431641,238.5856170654297,235.61907958984372,259.1809997558594,242.29991149902344,238.5006866455078,
225.78097534179688,233.449951171875,242.7385406494141,249.7246856689453,243.3678436279297,238.1393585205078,,,,
214.30709838867188,209.04437255859372,219.87481689453125,214.34429931640625,230.63748168945312,228.60403442382807,233.3247985839844,225.3783264160156,234.15586853027344,
243.1260986328125,231.37298583984372,228.3767242431641,225.4991149902344,238.20944213867188,234.4822998046875,246.3108062744141,,,
227.27532958984372,241.6541290283203,241.2813262939453,239.56295776367188,242.88038635253903,247.32208251953125,236.4513092041016,251.4658203125,255.32748413085935,
213.41212463378903,230.46875,229.00357055664065,249.60047912597656,237.1365203857422,237.82733154296875,257.0708312988281,241.083251953125,222.89517211914065,231.04689025878903
213.73651123046875,228.57809448242188,251.1580352783203,257.6707458496094,247.15109252929688,248.72915649414065,252.57261657714844,243.99659729003903,,
244.9890289306641,246.3256072998047,266.0365600585937,252.9285125732422,260.6563720703125,238.4163360595703,,,,
