241.0394287109375,265.24237060546875,251.32493591308597,250.9244384765625,245.0729522705078,257.4324035644531,250.84327697753903,244.0907287597656,253.2427978515625,249.71112060546875,267.8460693359375
255.1944580078125,241.4459991455078,253.44973754882807,246.5443115234375,230.09466552734372,247.08892822265625,,,,,
244.78746032714844,242.76638793945312,245.74905395507807,260.9039611816406,253.9672393798828,240.2214508056641,243.57388305664065,,,,
249.9062347412109,257.3881225585937,236.97564697265625,245.44973754882807,247.49974060058597,258.4631652832031,258.88641357421875,247.0334625244141,242.67063903808597,,
217.08251953125,252.14134216308597,232.1329040527344,238.49642944335935,233.3002471923828,228.62210083007807,241.4142608642578,251.17127990722656,240.64073181152344,233.06790161132807,232.72555541992188
239.92117309570312,236.6612548828125,238.125,249.88897705078125,244.77273559570312,,,,,,
229.48052978515625,237.21548461914065,229.2491149902344,240.95297241210935,248.79759216308597,233.6186065673828,242.7190399169922,,,,
227.36050415039065,224.71173095703125,246.43255615234372,249.1935577392578,239.31039428710935,256.4656066894531,226.4808807373047,246.4344940185547,,,
226.3864898681641,237.1892852783203,208.3365020751953,238.3258819580078,236.72244262695312,230.34718322753903,233.33990478515625,,,,
230.44073486328125,249.0975799560547,225.2933807373047,252.7401885986328,257.8265686035156,239.2829742431641,233.0505523681641,244.29800415039065,269.7600402832031,,
223.93255615234372,233.9586944580078,233.60708618164065,234.29025268554688,229.54090881347656,226.8824615478516,230.6023406982422,227.4689483642578,241.2650146484375,250.7281951904297,
241.76788330078125,244.66542053222656,254.52996826171875,254.08192443847656,242.7707672119141,232.63345336914065,234.5480499267578,,,,
