4.310962200164795,4.29102897644043,4.459503173828125,4.590763092041016,3.9419569969177246,3.922806978225708,3.6919782161712646,2.8133223056793213,2.8895411491394043,2.904055595397949,3.3753085136413574,4.903945446014404,4.683330059051514,4.791396617889404,4.868147373199463,3.820892810821533,,,
4.491712093353272,4.657727241516113,4.275259494781494,4.146205902099609,4.1580352783203125,3.8281455039978023,3.929596900939941,3.8028101921081534,4.569465160369873,4.749348163604736,4.680117130279541,3.297624111175537,5.071211814880371,,,,,,
4.996023654937744,5.091912269592285,5.199557781219482,4.638474464416504,4.784177780151367,4.768008708953857,4.055602550506592,4.096398830413818,4.714705944061279,3.828391551971436,3.554154634475708,4.6534271240234375,4.712600231170654,4.683691501617432,4.639468193054199,,,,
4.846946716308594,4.204329967498779,4.326372146606445,4.424488067626953,3.716094970703125,4.032765865325928,4.2016215324401855,4.248344421386719,4.406940937042236,4.156808853149414,3.986393451690674,3.969993829727173,4.163877964019775,4.14723539352417,,,,,
4.515422821044922,3.963557958602905,4.03298282623291,3.9676220417022714,3.906533479690552,3.9041733741760254,3.798084735870361,3.774137258529663,4.086778163909912,3.916562080383301,3.87267017364502,3.936551809310913,3.9042234420776367,3.897540807723999,4.109799861907959,4.131323337554932,4.0504655838012695,4.001648426055908,3.969208240509033
3.712161064147949,3.427751064300537,3.491579055786133,3.455578327178955,3.152770757675171,3.109975099563598,3.202101945877075,3.2790467739105225,3.338685989379883,3.8673675060272217,3.622306346893311,3.5643701553344727,3.4299166202545166,4.047954082489014,4.120486736297607,4.161124229431152,4.091224193572998,,
3.8054025173187256,3.497111558914185,3.460076332092285,3.387489557266236,3.3645830154418945,3.633518695831299,3.67231035232544,3.660553455352783,3.694575071334839,3.7358241081237793,3.3304286003112797,3.23000717163086,3.36641526222229,3.2407386302948,3.0797019004821777,3.855777263641357,3.810343027114868,3.827337026596069,3.8632543087005615
3.988797187805176,4.334468364715576,4.099061489105225,3.8054816722869873,3.8939692974090576,3.97968864440918,2.889772415161133,2.917091131210327,2.918215274810791,2.895437240600586,2.902900218963623,2.986187219619751,3.3298933506011963,3.4948301315307617,3.410008430480957,3.342369318008423,,,
3.496948719024658,3.8035714626312256,3.848463535308838,3.9264049530029297,3.438131332397461,3.917602062225342,3.9796295166015625,3.861988306045532,4.347876071929932,4.379006862640381,4.279738903045654,4.354297637939453,2.6910579204559326,2.765924453735352,2.543445110321045,2.2564704418182373,,,
3.5590314865112305,3.609783887863159,3.6182165145874015,3.7863481044769287,3.912689447402954,3.7166459560394287,3.784058094024658,3.8033447265625,3.5750012397766118,3.9751734733581534,4.113705158233643,2.415578603744507,2.549979448318481,2.4557676315307617,3.427227258682251,,,,
3.4815099239349365,3.534080743789673,3.320885181427002,3.621408224105835,3.808906078338623,3.7633135318756095,3.851532220840454,4.029635906219482,3.6323416233062735,3.719237565994263,3.831601619720459,3.881629705429077,4.0126495361328125,3.9250526428222656,3.988935947418213,,,,
4.364545822143555,4.383440017700195,4.128618717193604,3.873918056488037,3.81246566772461,2.7601099014282227,3.242552757263184,3.1300041675567627,4.140589237213135,4.135434627532959,4.2240986824035645,4.343728065490723,4.458615303039551,4.435844898223877,4.30319881439209,4.200102806091309,,,
