271.1830444335937,295.0068054199219,286.11444091796875,275.8214111328125,238.0577850341797,276.6355895996094,260.75146484375,273.8553161621094,255.5897216796875,,,
267.5584411621094,288.0585327148437,291.8423156738281,300.2049560546875,267.67877197265625,262.04058837890625,296.0452575683594,,,,,
309.03717041015625,270.60968017578125,273.1329650878906,285.9697265625,297.27520751953125,258.06121826171875,264.4114990234375,,,,,
271.52960205078125,294.5642395019531,261.134521484375,262.4385986328125,283.7618103027344,256.173583984375,233.372314453125,240.9080047607422,294.0386657714844,269.4683532714844,,
282.13922119140625,301.2920837402344,258.6899108886719,257.33026123046875,298.7111511230469,264.7843017578125,281.4631652832031,270.23443603515625,269.5072021484375,279.0280456542969,303.64532470703125,311.74176025390625
265.9343566894531,279.52117919921875,273.3354797363281,267.9755249023437,274.8104858398437,257.5317077636719,271.8282165527344,,,,,
301.9730834960937,270.1563720703125,264.2333374023437,276.32763671875,267.5721740722656,263.8348083496094,257.9479675292969,,,,,
273.5834655761719,263.7731628417969,288.21746826171875,288.9105834960937,,,,,,,,
262.8655700683594,287.4639587402344,272.5888977050781,282.364013671875,268.5117492675781,,,,,,,
293.60723876953125,286.8285522460937,294.4408264160156,217.58636474609372,275.7312927246094,290.0446472167969,296.8016357421875,279.9249267578125,285.8089294433594,,,
303.45721435546875,295.541015625,324.7742919921875,282.5004577636719,279.3083190917969,281.3876037597656,287.0271911621094,253.28713989257807,283.8590393066406,,,
298.9078063964844,301.7601013183594,302.0265197753906,292.7200012207031,242.5808868408203,281.980712890625,308.7730712890625,286.4207458496094,295.53717041015625,,,
