259.81689453125,310.3824768066406,319.06939697265625,269.4114990234375,279.1977233886719,290.299072265625,290.13848876953125,271.9677734375,271.3652038574219,275.0507507324219
236.59706115722656,299.28350830078125,285.51190185546875,264.6746520996094,276.8044738769531,253.0052795410156,260.0685729980469,273.74072265625,267.08966064453125,264.1841125488281
259.5585632324219,260.57403564453125,288.3139038085937,263.82672119140625,291.8668518066406,291.9897766113281,300.4105529785156,279.7110900878906,266.6927185058594,277.2410888671875
249.93746948242188,271.58416748046875,266.7556457519531,,,,,,,
248.00076293945312,284.1719970703125,300.0054931640625,271.3824157714844,310.204833984375,321.78399658203125,317.6363525390625,293.0940246582031,284.3605651855469,307.63165283203125
276.7178649902344,285.51531982421875,301.0923156738281,270.69403076171875,280.2798767089844,258.3912658691406,283.1566162109375,283.35113525390625,287.8392944335937,278.4797668457031
286.6097717285156,306.5618896484375,264.8241271972656,283.5766906738281,252.883544921875,277.2948303222656,296.7185363769531,301.35205078125,293.7096252441406,288.89849853515625
304.0531921386719,291.2435913085937,272.185302734375,307.6474914550781,299.477294921875,294.4330444335937,280.3476867675781,,,
295.9488830566406,,,,,,,,,
295.3233642578125,311.8717346191406,297.4906616210937,287.8860168457031,274.05859375,275.4462890625,281.98370361328125,259.4039001464844,,
256.9507141113281,249.22067260742188,244.9449157714844,266.1390991210937,281.2884216308594,277.4386901855469,273.7086486816406,257.06353759765625,264.4931030273437,
284.3841857910156,260.4766540527344,284.0502319335937,264.7677917480469,268.0734558105469,278.28173828125,265.845947265625,298.256591796875,256.48175048828125,
