309.9958190917969,294.1070556640625,292.2855834960937,288.0577697753906,299.81695556640625,260.7147827148437,284.1689147949219,267.5453186035156,304.1105041503906,292.08953857421875,311.2554016113281,287.07159423828125,286.6824645996094
284.7989807128906,276.3028564453125,313.0286560058594,291.6280822753906,271.5089111328125,276.38189697265625,312.0990600585937,303.2524719238281,,,,,
295.3731689453125,304.9080505371094,278.5061950683594,276.9114074707031,279.6436462402344,311.1728820800781,294.4344177246094,307.1731872558594,288.5546569824219,306.6034851074219,,,
311.9042358398437,307.8749694824219,276.006103515625,270.97039794921875,292.9180603027344,300.6056213378906,286.229736328125,301.7967224121094,300.0985412597656,283.3760070800781,,,
316.610595703125,315.12060546875,309.0010986328125,275.9939270019531,290.85693359375,,,,,,,,
305.2406921386719,271.41815185546875,269.3314819335937,274.83819580078125,274.517333984375,295.873046875,,,,,,,
284.54119873046875,290.9559936523437,290.5856018066406,289.2660827636719,290.81756591796875,256.2197265625,,,,,,,
270.02783203125,263.5472106933594,314.5118408203125,289.7911071777344,269.0941467285156,,,,,,,,
278.46075439453125,297.9866027832031,286.1476745605469,264.6788635253906,289.1697082519531,275.3025817871094,289.14923095703125,278.8934631347656,293.8773498535156,,,,
273.2051086425781,306.6486511230469,284.368896484375,299.12176513671875,299.594482421875,270.7513122558594,288.8023681640625,284.1783447265625,280.27520751953125,274.0765075683594,260.4131164550781,301.2320251464844,
253.74253845214844,295.78985595703125,273.0728759765625,265.9814453125,264.27862548828125,291.3827209472656,268.6414489746094,275.8314514160156,282.2447509765625,,,,
272.4945983886719,262.97808837890625,270.57574462890625,298.3117980957031,300.2379150390625,274.3871765136719,255.5813751220703,271.9112243652344,,,,,
