228.2253875732422,194.9906311035156,236.30938720703125,252.7233123779297,251.9122467041016,241.14064025878903,253.0088348388672,246.05685424804688,237.9100799560547,247.1930389404297,245.3791656494141,213.05792236328125,238.66403198242188,246.9137725830078,220.6722869873047,211.28428649902344,,,,
260.86309814453125,264.5174560546875,236.70553588867188,226.38800048828125,226.2911529541016,218.3729248046875,230.95684814453125,221.46421813964844,246.09690856933597,229.4432373046875,250.9420928955078,238.9024353027344,224.9337615966797,280.447509765625,244.808349609375,220.35760498046875,,,,
244.81491088867188,227.81007385253903,248.1846466064453,246.2027740478516,232.612060546875,259.5892639160156,259.66119384765625,236.7552947998047,237.3919219970703,249.44595336914065,258.35546875,246.80979919433597,212.30882263183597,216.4840240478516,249.9952850341797,262.0713806152344,260.4816589355469,230.99884033203125,212.11520385742188,259.21600341796875
256.01812744140625,254.5745086669922,274.0411682128906,279.2989196777344,232.7525329589844,245.329345703125,236.794677734375,234.99124145507807,235.95465087890625,238.6331024169922,227.5791015625,217.92843627929688,277.4677124023437,251.54090881347656,240.0410003662109,252.4985809326172,226.4749755859375,229.4517974853516,,
227.49827575683597,235.22998046875,255.26914978027344,220.8043365478516,232.8996734619141,226.01461791992188,202.5679626464844,217.01004028320312,215.8499298095703,204.2168884277344,232.9914093017578,238.4025421142578,199.2232208251953,200.607421875,217.9584197998047,200.4201812744141,229.81497192382807,260.7724914550781,233.21324157714844,201.87179565429688
228.6526641845703,267.4462890625,236.8752593994141,246.19046020507807,238.7554626464844,216.9334716796875,238.90484619140625,218.65621948242188,244.07716369628903,250.323974609375,270.6773681640625,204.4544677734375,210.9626617431641,189.36741638183597,,,,,,
259.0928649902344,228.68348693847656,201.09112548828125,244.63528442382807,231.45726013183597,199.37522888183597,225.7358856201172,194.23089599609372,176.33148193359375,227.6777801513672,177.51788330078125,210.97537231445312,,,,,,,,
230.1929473876953,197.0749053955078,230.7860870361328,237.62225341796875,233.6627197265625,243.0261383056641,231.44993591308597,237.41650390625,213.4618225097656,214.5910797119141,262.3700866699219,245.66363525390625,217.60850524902344,199.1216278076172,218.1811065673828,197.4727783203125,187.0079498291016,,,
209.91598510742188,215.78353881835935,209.8058319091797,223.3520050048828,213.2053680419922,169.1177978515625,218.0989990234375,227.99229431152344,209.95236206054688,218.0937042236328,229.9505157470703,211.7503967285156,194.0819091796875,236.21951293945312,231.09361267089844,217.31204223632807,,,,
211.1982269287109,198.50901794433597,228.5247344970703,213.9796905517578,195.9935607910156,218.8124847412109,199.05145263671875,236.6727294921875,223.0998687744141,221.78445434570312,242.29527282714844,,,,,,,,,
235.7793426513672,255.45042419433597,236.1022186279297,238.92724609375,224.4549560546875,207.46697998046875,221.94468688964844,222.5635223388672,243.42449951171875,262.0474548339844,236.15940856933597,237.15158081054688,247.76483154296875,230.5826873779297,241.3706512451172,208.2645568847656,182.76333618164065,,,
205.8306121826172,217.72862243652344,230.2181701660156,198.79547119140625,226.79624938964844,226.07876586914065,217.95556640625,238.9842529296875,234.789306640625,240.86199951171875,290.7544250488281,264.4804382324219,252.28274536132807,217.00743103027344,222.8880615234375,238.2520751953125,210.66346740722656,,,
