3.441054582595825,2.982428550720215,3.247800588607788,3.365644931793213,3.4061667919158936,4.003862380981445,3.8362255096435542,4.062316417694092,3.680481195449829,3.105649471282959,3.126495122909546,3.2925076484680176,3.107470989227295,3.1499338150024414,3.1949048042297363
3.4043161869049072,3.615941047668457,3.835094451904297,3.882135391235352,3.53373646736145,3.6974937915802,4.678777694702148,5.124518871307373,5.540196895599365,6.054840564727783,6.027073383331299,,,,
6.227662563323975,6.101826190948486,5.597878932952881,5.49228572845459,5.810616970062256,5.834536075592041,5.473032474517822,6.3698320388793945,3.9270052909851074,3.832036256790161,3.333705425262451,3.29492712020874,3.2413370609283447,3.436589241027832,3.474093437194824
3.4222254753112797,3.3629367351531982,4.66002082824707,4.765848159790039,3.898014783859253,3.5838565826416016,3.794719934463501,3.622255802154541,3.524083614349365,3.535386323928833,3.7539761066436768,3.6209447383880615,3.876641511917114,3.8047709465026855,
4.308277606964111,4.204090118408203,5.145723819732666,5.530865669250488,5.795499324798584,5.143194675445557,4.635566234588623,4.550889015197754,4.610328674316406,4.648417949676514,4.230189323425293,4.459312915802002,4.773838520050049,,
5.003954887390137,4.761255264282227,4.709378242492676,4.888973712921143,5.438581466674805,5.230134963989258,4.7007155418396,4.357864856719971,3.9397404193878174,3.7808587551116943,3.8567495346069336,4.4345784187316895,4.540595531463623,4.309658527374268,
4.401310443878174,4.275585174560547,4.177297115325928,4.148427963256836,4.080658912658691,4.319761276245117,3.8466622829437256,3.824779510498047,3.6644253730773926,4.017430782318115,3.999549865722656,4.1342453956604,4.362048625946045,3.88736629486084,
3.771070957183838,3.931002616882324,4.117111206054688,4.026225566864014,3.701822280883789,3.806434154510498,3.8942129611968994,3.4012932777404785,3.257303237915039,3.66292142868042,3.5026869773864746,4.1082611083984375,4.297568321228027,4.487292766571045,
4.643261432647705,4.895057678222656,3.2860207557678223,2.829066038131714,2.625342845916748,3.232328414916992,3.5574662685394287,4.072337627410889,3.418798923492432,3.832418203353882,3.8471057415008554,4.045382976531982,2.846909761428833,,
4.641136169433594,4.090756416320801,4.258750915527344,3.561039447784424,3.1577718257904053,2.89333724975586,2.974772691726685,4.365171432495117,3.805397748947144,3.2622013092041016,4.0636305809021,3.782283306121826,2.956472635269165,,
3.9205288887023926,2.933738946914673,3.431037664413452,3.228414297103882,3.480662107467652,3.400699615478516,4.332058906555176,4.750964641571045,5.191076755523682,4.62055778503418,4.288330078125,3.42475962638855,4.345091342926025,,
2.9343719482421875,3.083275079727173,2.9919633865356445,3.346400260925293,5.196927547454834,3.99919867515564,3.8166990280151367,3.009377956390381,3.143455266952514,3.360493898391724,3.219644069671631,4.410599708557129,,,
