4.432837963104248,4.441324710845947,6.3605055809021,6.333492755889893,6.397326946258545,6.343553066253662,5.686695098876953,5.6938910484313965,5.680415630340576,5.685978412628174,5.62518835067749,5.663012504577637,5.903907299041748,5.720417022705078,,,,
5.828888893127441,5.918003559112549,5.372281074523926,5.442906379699707,4.4723734855651855,4.774919033050537,4.365725040435791,4.194777965545654,4.358152866363525,4.6472039222717285,4.421102523803711,4.3343024253845215,4.690773010253906,5.069878101348877,4.6474609375,4.494564533233643,4.794909477233887,4.558028221130371
4.771535873413086,5.058272838592529,4.881382942199707,4.680561542510986,5.168716430664063,5.295566082000732,5.358760833740234,5.439390659332275,5.507917881011963,5.719787120819092,6.07949161529541,6.2146735191345215,6.109628200531006,6.125538349151611,,,,
5.858664989471436,6.000399112701416,5.925282955169678,6.131482601165772,5.059981822967529,4.7520432472229,5.10624361038208,5.18948221206665,5.50404691696167,5.634896278381348,5.594788074493408,5.763806343078613,5.103113651275635,5.396805286407471,5.059216499328613,5.10667085647583,,
5.005667686462402,4.849222183227539,5.309282302856445,5.250093936920166,6.345602512359619,6.382623195648193,5.749712944030762,5.728631019592285,5.517560005187988,5.609078407287598,6.515055179595947,6.324753761291504,5.846020221710205,5.850631713867188,5.444013595581055,5.280490398406982,,
5.442193031311035,5.403182506561279,6.16517972946167,6.171235084533691,5.142475128173828,5.086432456970215,5.07758092880249,5.108270168304443,5.739818572998047,5.487867832183838,5.4715423583984375,5.641358375549316,4.899303913116455,4.835147380828857,,,,
5.541659832000732,5.727352142333984,4.786442279815674,4.654391288757324,5.266815185546875,5.51134204864502,4.480959892272949,4.532838821411133,4.413766384124756,4.486678123474121,5.188624858856201,4.836958885192871,5.749619007110596,5.877521514892578,6.501991748809815,6.252725601196289,,
5.7655029296875,6.049947738647461,5.104576587677002,4.854150772094727,5.705650806427002,5.922016143798828,6.612095832824707,6.026051998138428,5.352784156799316,5.512508869171143,5.361746311187744,5.27191686630249,5.157691955566406,5.322020053863525,4.024633884429932,3.9106521606445312,,
3.938702344894409,4.098952293395996,6.206996917724609,6.326113700866699,6.641021251678467,6.613060474395752,6.004064083099365,5.980886936187744,6.295663356781006,6.010011196136475,6.221376895904541,6.487170219421387,5.873051166534424,5.974001884460449,5.925213813781738,,,
6.243287086486816,6.228429317474365,6.494901657104492,6.406564235687256,6.392443656921387,6.431145668029785,6.248494625091553,6.337723731994629,6.259566783905029,5.991217613220215,6.974487781524658,6.874735355377197,6.334607601165772,6.2414069175720215,6.162120819091797,6.222564220428467,6.148003578186035,6.110520839691162
6.151651382446289,6.246462345123291,6.2250752449035645,6.152133464813232,6.07299280166626,6.055556774139404,5.792649745941162,5.776035785675049,5.700072288513184,5.736578941345215,5.934886455535889,5.953684329986572,5.846487045288086,5.942245006561279,,,,
5.764840602874756,5.74437141418457,5.733227252960205,5.674900531768799,5.780676364898682,5.811559200286865,5.519594669342041,5.615207672119141,5.477011203765869,5.559980392456055,5.655893325805664,5.77961015701294,5.64022970199585,5.639215469360352,,,,
