247.7308654785156,262.5880126953125,274.65533447265625,271.8697509765625,265.8217163085937,249.5502777099609,246.3931121826172,244.08209228515625,245.66177368164065,
266.4314270019531,244.1166534423828,261.7688903808594,259.5795288085937,259.119873046875,250.3421630859375,251.9833221435547,256.3935241699219,244.51168823242188,
243.7109832763672,260.7492980957031,271.8450012207031,267.2799987792969,247.33615112304688,265.5343017578125,251.7574615478516,270.9076232910156,,
249.3248443603516,262.28582763671875,242.4884796142578,248.93603515625,,,,,,
246.3811187744141,240.9862518310547,242.3722381591797,247.16737365722656,259.8971862792969,250.70579528808597,255.5585784912109,233.37039184570312,253.50393676757807,
253.08128356933597,249.82884216308597,257.1434936523437,252.75645446777344,240.7959747314453,231.58172607421875,,,,
244.4091033935547,238.3429718017578,237.2238311767578,235.49778747558597,213.45831298828125,220.222412109375,232.70919799804688,251.74122619628903,240.01138305664065,
268.3484191894531,251.20220947265625,241.9324951171875,255.7133331298828,253.5326232910156,257.2513732910156,251.76300048828125,,,
267.14752197265625,260.1618347167969,255.10562133789065,248.9780120849609,246.7887115478516,250.12838745117188,254.4908599853516,269.0837707519531,266.4024963378906,
235.1400146484375,228.3654327392578,254.2047119140625,259.52911376953125,248.5554656982422,246.21925354003903,254.038330078125,264.93023681640625,241.6656494140625,241.09461975097656
248.54827880859372,253.62564086914065,278.10577392578125,279.9028625488281,257.9137268066406,240.1482391357422,257.6863708496094,264.0155639648437,,
248.77354431152344,257.6561279296875,256.3098449707031,271.78961181640625,276.98895263671875,261.5419311523437,,,,
