219.8720550537109,216.21041870117188,224.88661193847656,220.45704650878903,206.78512573242188,198.4153289794922,229.7436981201172,229.3220977783203,201.74655151367188,200.36721801757807
206.64370727539065,185.21055603027344,169.17852783203125,241.6582489013672,234.1939392089844,216.21925354003903,210.46701049804688,196.3392791748047,205.91650390625,210.68344116210935
238.3087158203125,228.0810089111328,194.41000366210935,198.89404296875,187.6431121826172,210.2930450439453,220.678955078125,222.45201110839844,233.182373046875,245.8307037353516
220.2262420654297,202.221435546875,233.32366943359372,,,,,,,
241.7061462402344,227.4861297607422,211.0841217041016,210.00360107421875,217.6206970214844,237.58444213867188,207.72447204589844,215.6163482666016,239.7047119140625,256.36456298828125
229.22906494140625,224.59559631347656,235.2086334228516,229.20001220703125,235.0786895751953,239.4777984619141,218.67601013183597,236.41098022460935,224.64422607421875,222.8902740478516
218.668212890625,233.0825958251953,223.57003784179688,224.9744110107422,219.34347534179688,178.65823364257812,166.8297882080078,183.95989990234372,175.49000549316406,184.3753967285156
184.769287109375,174.3262939453125,191.911865234375,180.8461456298828,162.03109741210938,154.44775390625,218.9571533203125,,,
161.3199005126953,,,,,,,,,
162.6534423828125,166.7220458984375,205.41734313964844,212.15907287597656,166.12359619140625,146.62391662597656,131.97926330566406,233.9365997314453,,
207.03016662597656,209.4733428955078,216.6387939453125,183.0037078857422,164.89044189453125,175.40489196777344,164.37171936035156,193.08311462402344,189.0016632080078,
244.88330078125,231.44952392578125,216.00146484375,220.51791381835935,227.9381866455078,220.1392364501953,178.93994140625,195.56716918945312,195.2068328857422,
