262.71795654296875,263.00128173828125,275.3660583496094,260.6342468261719,248.660400390625,267.0672912597656,263.13189697265625,241.8855133056641,275.0726623535156,277.037109375,253.69760131835935
267.95953369140625,267.71923828125,275.5943603515625,283.532958984375,238.76821899414065,246.61170959472656,,,,,
252.75909423828125,269.9934997558594,268.8481750488281,267.27789306640625,264.7341613769531,244.13784790039065,243.45101928710935,,,,
263.13348388671875,264.594970703125,266.00201416015625,258.58941650390625,247.26048278808597,273.287109375,275.16656494140625,245.40347290039065,260.2533264160156,,
266.1260070800781,284.47479248046875,252.1119842529297,263.9340515136719,248.4170837402344,261.0157165527344,259.4584655761719,261.2385559082031,278.3421325683594,256.17828369140625,256.0628967285156
230.22003173828125,243.3726043701172,256.9943542480469,259.28326416015625,239.15142822265625,,,,,,
217.3503875732422,242.37457275390625,238.88995361328125,253.36077880859372,244.6199951171875,225.6569366455078,233.72882080078125,,,,
232.88345336914065,243.4969482421875,242.44454956054688,224.3742828369141,257.60308837890625,260.3392028808594,243.2601318359375,250.99606323242188,,,
252.55130004882807,258.38592529296875,265.3630676269531,264.628173828125,256.0101928710937,248.22756958007807,244.92916870117188,,,,
250.31033325195312,242.81039428710935,256.8904113769531,259.7550048828125,262.5635681152344,259.1230773925781,252.2799072265625,249.23263549804688,259.397216796875,,
253.3404083251953,270.3688659667969,265.5900573730469,262.3080444335937,255.34336853027344,262.4149475097656,251.4879608154297,245.2575836181641,265.8798217773437,277.4261169433594,
258.0203857421875,244.14976501464844,258.36553955078125,270.2919006347656,247.98828125,250.83059692382807,266.4493408203125,,,,
