249.9731903076172,247.7308654785156,267.2110595703125,274.65533447265625,241.6285552978516,246.3931121826172,232.6622772216797,253.1163330078125,245.66177368164065,,,
267.229248046875,266.4314270019531,253.3634033203125,244.1166534423828,259.5795288085937,248.9306640625,251.9833221435547,259.2833557128906,256.3935241699219,,,
245.5670928955078,277.8771057128906,260.7492980957031,254.189697265625,271.8450012207031,247.33615112304688,260.3952331542969,257.6766967773437,251.7574615478516,247.95150756835935,246.3944549560547,270.9076232910156
279.0450439453125,258.540771484375,235.6583404541016,242.05772399902344,249.3248443603516,237.40768432617188,263.0036315917969,262.28582763671875,241.41098022460935,,,
267.6893615722656,246.3811187744141,259.8971862792969,244.0483856201172,250.70579528808597,252.63375854492188,253.50393676757807,239.36280822753903,,,,
249.82884216308597,256.4032897949219,248.747314453125,249.4852294921875,252.04391479492188,240.7959747314453,,,,,,
251.5343780517578,244.4091033935547,235.49778747558597,241.5846099853516,229.51593017578125,213.45831298828125,232.70919799804688,237.71636962890625,260.9978942871094,240.01138305664065,246.19680786132807,
248.4385986328125,248.9387664794922,241.9324951171875,266.88299560546875,255.7133331298828,238.4299774169922,239.81385803222656,253.5326232910156,245.56251525878903,257.2513732910156,,
267.14752197265625,248.3763732910156,255.10562133789065,249.7969207763672,252.23497009277344,248.9780120849609,253.67950439453125,250.12838745117188,266.4024963378906,244.2728576660156,,
228.3654327392578,241.92189025878903,254.2047119140625,246.21925354003903,269.9098205566406,254.038330078125,241.09461975097656,240.7455139160156,,,,
262.6244506835937,253.62564086914065,260.4989929199219,265.9414367675781,278.10577392578125,251.03411865234372,272.2046203613281,264.0155639648437,,,,
270.92498779296875,248.77354431152344,256.3098449707031,265.11767578125,271.78961181640625,260.4471435546875,261.5419311523437,252.02731323242188,,,,
