198.52806091308597,183.0399932861328,163.6158447265625,156.2701873779297,205.98617553710935,190.8134765625,218.5469665527344,210.46807861328125,197.8060607910156,219.7213897705078,208.8743438720703,195.6219787597656,224.9042205810547,220.38919067382807,213.2774353027344,209.87762451171875,,,,,,
206.7907867431641,222.2549285888672,233.4922637939453,224.7392425537109,203.67279052734372,197.66851806640625,199.1233062744141,204.56198120117188,224.7914886474609,221.2317352294922,188.9420623779297,213.6176605224609,,,,,,,,,,
208.38278198242188,218.2593688964844,194.08343505859372,182.703125,209.7784118652344,210.7802734375,211.37222290039065,210.0810089111328,224.2161102294922,226.95167541503903,228.8423767089844,234.1543884277344,205.4022674560547,195.5832977294922,211.51678466796875,214.99679565429688,220.05963134765625,,,,,
222.5444183349609,208.8721160888672,233.6092834472656,204.04681396484372,200.02413940429688,184.09039306640625,190.6421356201172,176.73719787597656,198.27444458007807,187.5533142089844,185.53292846679688,197.3545379638672,201.8342742919922,193.1962432861328,208.59478759765625,196.2447509765625,224.3444366455078,191.31353759765625,191.3810272216797,208.9271545410156,190.19696044921875,
190.42727661132807,191.44813537597656,174.740478515625,183.0840759277344,188.69580078125,189.7022399902344,191.8891143798828,198.4286193847656,192.0096435546875,211.0675201416016,190.10435485839844,176.527587890625,198.40093994140625,174.92355346679688,182.01828002929688,169.8187255859375,153.1502685546875,168.76873779296875,200.18450927734372,,,
200.2564239501953,216.72950744628903,167.94796752929688,181.963134765625,172.45933532714844,192.96563720703125,219.0547332763672,217.0197296142578,171.17453002929688,180.3353271484375,205.44305419921875,209.1230010986328,192.79954528808597,224.75222778320312,210.5435791015625,208.7850341796875,187.1341094970703,189.81378173828125,204.8477935791016,,,
164.3890380859375,154.27783203125,177.31980895996094,215.8121032714844,206.78692626953125,191.23985290527344,187.41653442382807,182.57493591308597,174.67054748535156,190.49595642089844,183.44065856933597,178.70187377929688,186.8977508544922,186.39537048339844,159.0948486328125,161.9466552734375,191.4180603027344,189.85772705078125,181.69631958007807,170.6236114501953,191.7916259765625,184.16921997070312
186.5508270263672,169.16848754882812,198.2984313964844,200.17529296875,204.82003784179688,188.33079528808597,155.77764892578125,180.6802978515625,204.58457946777344,212.83106994628903,167.28994750976562,158.18223571777344,166.36744689941406,174.85044860839844,169.1105499267578,183.9392852783203,173.82838439941406,180.03024291992188,208.60366821289065,195.68850708007807,175.70361328125,
175.42123413085938,158.88270568847656,162.4112548828125,169.9586181640625,184.85366821289065,167.88462829589844,159.650634765625,153.00442504882812,156.88548278808594,155.11854553222656,161.94851684570312,168.52371215820312,197.29031372070312,181.3813018798828,176.81105041503906,179.15516662597656,180.74375915527344,162.5567169189453,162.130126953125,,,
149.858642578125,154.3034210205078,165.70477294921875,170.81735229492188,167.26296997070312,178.36376953125,176.63650512695312,168.0559844970703,166.81381225585938,158.12501525878906,148.22946166992188,157.77206420898438,157.6913299560547,174.9242706298828,155.7095947265625,136.69644165039062,,,,,,
188.89944458007807,169.583251953125,147.6186065673828,178.14157104492188,197.8379669189453,174.823974609375,170.0897979736328,,,,,,,,,,,,,,,
174.18601989746094,152.60955810546875,181.3309783935547,184.42120361328125,185.1591796875,186.4335174560547,190.4694976806641,189.13841247558597,183.5656890869141,184.4177398681641,,,,,,,,,,,,
