184.4571075439453,176.37904357910156,198.4480133056641,174.1714630126953,198.6465606689453,181.15147399902344,186.7366180419922,184.47059631347656,165.20529174804688,194.5520782470703,184.2524261474609,180.0349578857422,,,,,,,,,
166.7572784423828,183.66380310058597,198.73971557617188,203.1691436767578,170.5989227294922,164.4920196533203,191.8532867431641,187.4794464111328,179.22152709960938,184.08714294433597,170.04978942871094,176.77114868164062,,,,,,,,,
182.4123992919922,172.1273651123047,175.61264038085938,165.0338134765625,173.5946807861328,160.44212341308594,161.9817657470703,212.6796722412109,216.18472290039065,214.46829223632807,233.66937255859372,196.6956329345703,155.3885955810547,163.64407348632812,,,,,,,
186.4877166748047,189.7110290527344,129.20616149902344,137.32757568359375,132.6854248046875,181.1081085205078,177.27574157714844,186.2354431152344,173.1923828125,159.9341278076172,152.23367309570312,167.8227996826172,181.6212921142578,174.749267578125,149.6736297607422,209.4125213623047,206.96539306640625,190.62179565429688,,,
188.33128356933597,193.6772308349609,172.901611328125,202.3734436035156,209.654052734375,193.68820190429688,182.06895446777344,194.4295959472656,221.30960083007807,181.4614105224609,174.91197204589844,176.49403381347656,229.9461669921875,229.8331298828125,218.47799682617188,204.68499755859372,195.40728759765625,175.704833984375,184.3934783935547,187.42404174804688,163.5842742919922
193.92613220214844,174.06768798828125,178.03451538085938,186.72244262695312,208.93885803222656,188.8066864013672,188.1816864013672,186.8131256103516,193.16123962402344,184.28961181640625,158.1800537109375,179.9837188720703,193.1170959472656,181.0592803955078,171.07891845703125,167.26925659179688,161.93898010253906,,,,
170.67547607421875,174.09996032714844,154.82179260253906,165.02174377441406,199.29905700683597,203.2606201171875,208.6981201171875,176.76390075683594,182.7190704345703,197.77720642089844,187.7020568847656,176.77713012695312,173.35218811035156,209.97837829589844,204.01483154296875,197.73817443847656,,,,,
174.8037109375,165.9969024658203,171.47341918945312,158.2560272216797,156.2875518798828,174.92572021484375,179.01104736328125,175.85401916503906,141.7930908203125,169.53427124023438,163.97232055664062,182.56817626953125,160.27593994140625,,,,,,,,
188.56060791015625,187.7668609619141,171.0394744873047,163.22361755371094,172.55470275878906,167.52792358398438,190.18777465820312,161.8538360595703,152.55160522460938,171.2315673828125,182.8662567138672,174.14532470703125,186.43931579589844,148.45489501953125,158.5118408203125,178.19338989257812,171.30247497558594,160.05032348632812,179.18411254882812,166.4605255126953,186.84307861328125
185.57347106933597,188.30950927734372,171.5667724609375,170.6648406982422,162.32464599609375,155.68980407714844,167.5255126953125,164.6198272705078,159.76242065429688,184.13951110839844,176.90878295898438,139.42864990234375,138.23052978515625,163.1977081298828,148.10926818847656,144.33758544921875,141.4001922607422,,,,
159.5259552001953,172.3780975341797,151.75537109375,150.27774047851562,188.75784301757807,186.32638549804688,159.9757537841797,172.2808380126953,198.9012908935547,179.74942016601562,174.42259216308594,,,,,,,,,,
152.5704345703125,164.19874572753906,155.91925048828125,164.46566772460938,143.34803771972656,144.8186798095703,157.63243103027344,161.56182861328125,143.80990600585938,174.66587829589844,149.11431884765625,170.4827423095703,170.06185913085938,145.29539489746094,159.73756408691406,,,,,,
