177.5821990966797,184.28707885742188,176.7240753173828,168.89210510253906,169.43353271484375,194.1516876220703,200.56008911132807,182.1577911376953,181.9516448974609,190.8350524902344,178.95831298828125,173.8585662841797,171.26242065429688,171.65615844726562,196.8487243652344,,,,,,,,
173.25790405273438,181.99545288085935,161.7086181640625,147.953125,177.58067321777344,161.95738220214844,181.6575927734375,182.3972930908203,148.19593811035156,170.2582550048828,178.7570037841797,164.4650421142578,167.32151794433594,160.07618713378906,161.2296142578125,147.11866760253906,,,,,,,
163.4494171142578,169.5436248779297,163.6068572998047,143.6050567626953,189.06211853027344,199.1876983642578,215.2699737548828,186.91189575195312,188.3718719482422,,,,,,,,,,,,,,
225.3096160888672,241.75303649902344,190.1932830810547,183.00213623046875,170.4213104248047,186.50241088867188,191.7088928222656,185.11117553710935,205.2221221923828,182.3798370361328,169.8646697998047,174.0213165283203,166.9508056640625,172.57955932617188,205.146484375,180.4144287109375,173.14694213867188,195.46507263183597,186.13121032714844,197.8195343017578,,,
167.08157348632812,159.08547973632812,178.89479064941406,228.9596710205078,222.0490264892578,163.17747497558594,164.2948760986328,204.4473114013672,144.98587036132812,129.30606079101562,135.84854125976562,212.2770538330078,226.4989776611328,180.36036682128903,191.17843627929688,165.5360870361328,158.49456787109375,172.453125,184.08935546875,177.3488311767578,189.8282928466797,,
184.6289825439453,162.69326782226562,176.21151733398438,170.13087463378906,183.79977416992188,165.3792724609375,179.44845581054688,184.739013671875,174.3933868408203,181.31539916992188,195.9564514160156,196.7263641357422,182.89537048339844,195.73280334472656,177.74476623535156,178.08267211914062,183.82899475097656,165.42430114746094,,,,,
173.31777954101562,189.76243591308597,149.33053588867188,167.41671752929688,155.67552185058594,239.7674102783203,233.7771759033203,207.70333862304688,219.6625061035156,221.05926513671875,227.39572143554688,202.80206298828125,203.6082000732422,199.0789337158203,215.10171508789065,185.244140625,185.18289184570312,222.21505737304688,219.9574737548828,206.45558166503903,228.8417053222656,222.46725463867188,208.27618408203125
189.85086059570312,169.6390838623047,185.9125061035156,187.3378448486328,199.89584350585935,192.35076904296875,202.00143432617188,169.93017578125,185.27133178710935,194.47573852539065,210.23709106445312,199.7480926513672,232.46066284179688,254.97683715820312,208.91436767578125,,,,,,,,
206.4241485595703,214.18585205078125,205.35220336914065,192.55416870117188,218.0878448486328,194.8868408203125,192.5172882080078,205.4239959716797,195.111572265625,215.6221923828125,244.0132751464844,193.07948303222656,190.44467163085935,222.9931640625,220.1976776123047,,,,,,,,
211.69253540039065,218.8236846923828,229.5353240966797,245.7913360595703,244.3677215576172,224.7053680419922,185.00001525878903,190.9760284423828,199.4780731201172,207.43836975097656,204.8549346923828,220.3057861328125,217.36331176757807,216.1336975097656,202.63026428222656,212.33236694335935,215.1766815185547,232.8498077392578,,,,,
206.90174865722656,208.7390899658203,221.7271270751953,224.7224884033203,186.0924835205078,185.225341796875,181.0266265869141,182.62782287597656,199.59083557128903,195.38427734375,191.23236083984372,202.78819274902344,188.5635681152344,215.1109161376953,178.99485778808594,,,,,,,,
196.17518615722656,209.77745056152344,208.32432556152344,205.7603912353516,178.03558349609375,183.40708923339844,165.98362731933594,184.2186279296875,199.78330993652344,187.7911376953125,190.91949462890625,169.6678466796875,160.72671508789062,204.68890380859372,197.1044921875,,,,,,,,
